sample_id,session_id,material_english,material_pinyin,material_chinese,class_id,force_n,path_type,camera_view,slice_mode,phase,parent_cycle,segment_label,split,start_epoch,end_epoch,duration_s,audio_path,tactile_path,video_path
VisTouch_polyester_f6_r1_v1_seg01b,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,fall,seg01,seg01b,train,1607155729.370,1607155733.180,3.810,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg01b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg01b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg01b.avi
VisTouch_polyester_f6_r1_v1_seg02a,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,rise,seg02,seg02a,train,1607155733.180,1607155739.590,6.410,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg02a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg02a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg02a.avi
VisTouch_polyester_f6_r1_v1_seg02b,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,fall,seg02,seg02b,train,1607155739.590,1607155743.400,3.810,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg02b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg02b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg02b.avi
VisTouch_polyester_f6_r1_v1_seg03a,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,rise,seg03,seg03a,train,1607155743.400,1607155749.850,6.450,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg03a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg03a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg03a.avi
VisTouch_polyester_f6_r1_v1_seg03b,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,fall,seg03,seg03b,train,1607155749.850,1607155753.640,3.790,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg03b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg03b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg03b.avi
VisTouch_polyester_f6_r1_v1_seg04a,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,rise,seg04,seg04a,train,1607155753.640,1607155760.060,6.420,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg04a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg04a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg04a.avi
VisTouch_polyester_f6_r1_v1_seg04b,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,fall,seg04,seg04b,train,1607155760.060,1607155763.880,3.820,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg04b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg04b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg04b.avi
VisTouch_polyester_f6_r1_v1_seg05a,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,rise,seg05,seg05a,train,1607155763.880,1607155770.300,6.420,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg05a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg05a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg05a.avi
VisTouch_polyester_f6_r1_v1_seg05b,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,fall,seg05,seg05b,train,1607155770.300,1607155774.120,3.820,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg05b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg05b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg05b.avi
VisTouch_polyester_f6_r1_v1_idle02,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,idle,idle,,idle02,train,1607155774.120,1607155780.043,5.923,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_idle02.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_idle02.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_idle02.avi
VisTouch_polyester_f6_r1_v1_idle03,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,idle,idle,,idle03,train,1607155780.043,1607155785.967,5.923,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_idle03.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_idle03.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_idle03.avi
VisTouch_polyester_f9_r1_v1_idle01,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,idle,idle,,idle01,test,1607155860.000,1607155866.420,6.420,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_idle01.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_idle01.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_idle01.avi
VisTouch_polyester_f9_r1_v1_seg01a,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,rise,seg01,seg01a,test,1607155866.420,1607155872.890,6.470,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg01a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg01a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg01a.avi
VisTouch_polyester_f9_r1_v1_seg01b,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,fall,seg01,seg01b,test,1607155872.890,1607155876.620,3.730,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg01b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg01b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg01b.avi
VisTouch_polyester_f9_r1_v1_seg02a,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,rise,seg02,seg02a,test,1607155876.620,1607155882.970,6.350,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg02a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg02a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg02a.avi
VisTouch_polyester_f9_r1_v1_seg02b,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,fall,seg02,seg02b,test,1607155882.970,1607155886.740,3.770,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg02b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg02b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg02b.avi
VisTouch_polyester_f9_r1_v1_seg03a,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,rise,seg03,seg03a,test,1607155886.740,1607155892.990,6.250,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg03a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg03a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg03a.avi
VisTouch_polyester_f9_r1_v1_seg03b,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,fall,seg03,seg03b,test,1607155892.990,1607155896.940,3.950,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg03b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg03b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg03b.avi
VisTouch_polyester_f9_r1_v1_seg04a,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,rise,seg04,seg04a,test,1607155896.940,1607155903.360,6.420,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg04a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg04a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg04a.avi
VisTouch_polyester_f9_r1_v1_seg04b,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,fall,seg04,seg04b,test,1607155903.360,1607155907.120,3.760,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg04b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg04b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg04b.avi
VisTouch_polyester_f9_r1_v1_seg05a,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,rise,seg05,seg05a,test,1607155907.120,1607155913.410,6.290,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg05a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg05a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg05a.avi
VisTouch_polyester_f9_r1_v1_seg05b,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,half,fall,seg05,seg05b,test,1607155913.410,1607155917.280,3.870,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_seg05b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_seg05b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_seg05b.avi
VisTouch_polyester_f9_r1_v1_idle02,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,idle,idle,,idle02,test,1607155917.280,1607155923.135,5.855,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_idle02.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_idle02.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_idle02.avi
VisTouch_polyester_f9_r1_v1_idle03,polyester_f9_r1_v1,polyester,dilun,涤纶,3,9,1,1,idle,idle,,idle03,test,1607155923.135,1607155928.990,5.855,../dataset20260818/audio/polyester/VisTouch_polyester_f9_r1_v1_idle03.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f9_r1_v1_idle03.csv,../dataset20260818/video/polyester/VisTouch_polyester_f9_r1_v1_idle03.avi
VisTouch_silk_f3_r1_v1_idle01,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,idle,idle,,idle01,train,1607154128.000,1607154134.720,6.720,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_idle01.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_idle01.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_idle01.avi
VisTouch_silk_f3_r1_v1_seg01a,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,rise,seg01,seg01a,train,1607154134.720,1607154141.060,6.340,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg01a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg01a.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg01a.avi
VisTouch_silk_f3_r1_v1_seg01b,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,fall,seg01,seg01b,train,1607154141.060,1607154145.000,3.940,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg01b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg01b.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg01b.avi
VisTouch_silk_f3_r1_v1_seg02a,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,rise,seg02,seg02a,train,1607154145.000,1607154151.320,6.320,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg02a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg02a.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg02a.avi
VisTouch_silk_f3_r1_v1_seg02b,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,fall,seg02,seg02b,train,1607154151.320,1607154155.340,4.020,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg02b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg02b.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg02b.avi
VisTouch_silk_f3_r1_v1_seg03a,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,rise,seg03,seg03a,train,1607154155.340,1607154161.650,6.310,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg03a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg03a.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg03a.avi
VisTouch_silk_f3_r1_v1_seg03b,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,fall,seg03,seg03b,train,1607154161.650,1607154165.620,3.970,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg03b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg03b.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg03b.avi
VisTouch_silk_f3_r1_v1_seg04a,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,rise,seg04,seg04a,train,1607154165.620,1607154171.930,6.310,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg04a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg04a.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg04a.avi
VisTouch_silk_f3_r1_v1_seg04b,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,fall,seg04,seg04b,train,1607154171.930,1607154175.880,3.950,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg04b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg04b.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg04b.avi
VisTouch_silk_f3_r1_v1_seg05a,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,rise,seg05,seg05a,train,1607154175.880,1607154182.200,6.320,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg05a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg05a.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg05a.avi
VisTouch_silk_f3_r1_v1_seg05b,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,half,fall,seg05,seg05b,train,1607154182.200,1607154186.200,4.000,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_seg05b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_seg05b.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_seg05b.avi
VisTouch_silk_f3_r1_v1_idle02,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,idle,idle,,idle02,train,1607154186.200,1607154192.094,5.894,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_idle02.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_idle02.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_idle02.avi
VisTouch_silk_f3_r1_v1_idle03,silk_f3_r1_v1,silk,sichou,丝绸,4,3,1,1,idle,idle,,idle03,train,1607154192.094,1607154197.989,5.894,../dataset20260818/audio/silk/VisTouch_silk_f3_r1_v1_idle03.wav,../dataset20260818/tactile/silk/VisTouch_silk_f3_r1_v1_idle03.csv,../dataset20260818/video/silk/VisTouch_silk_f3_r1_v1_idle03.avi
VisTouch_silk_f6_r1_v1_idle01,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,idle,idle,,idle01,train,1607154290.000,1607154295.920,5.920,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_idle01.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_idle01.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_idle01.avi
VisTouch_silk_f6_r1_v1_seg01a,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,rise,seg01,seg01a,train,1607154295.920,1607154302.180,6.260,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg01a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg01a.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg01a.avi
VisTouch_silk_f6_r1_v1_seg01b,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,fall,seg01,seg01b,train,1607154302.180,1607154306.140,3.960,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg01b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg01b.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg01b.avi
VisTouch_silk_f6_r1_v1_seg02a,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,rise,seg02,seg02a,train,1607154306.140,1607154312.460,6.320,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg02a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg02a.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg02a.avi
VisTouch_silk_f6_r1_v1_seg02b,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,fall,seg02,seg02b,train,1607154312.460,1607154316.400,3.940,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg02b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg02b.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg02b.avi
VisTouch_silk_f6_r1_v1_seg03a,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,rise,seg03,seg03a,train,1607154316.400,1607154322.740,6.340,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg03a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg03a.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg03a.avi
VisTouch_silk_f6_r1_v1_seg03b,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,fall,seg03,seg03b,train,1607154322.740,1607154326.660,3.920,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg03b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg03b.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg03b.avi
VisTouch_silk_f6_r1_v1_seg04a,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,rise,seg04,seg04a,train,1607154326.660,1607154332.940,6.280,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg04a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg04a.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg04a.avi
VisTouch_silk_f6_r1_v1_seg04b,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,fall,seg04,seg04b,train,1607154332.940,1607154336.920,3.980,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg04b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg04b.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg04b.avi
VisTouch_silk_f6_r1_v1_seg05a,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,rise,seg05,seg05a,train,1607154336.920,1607154343.220,6.300,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg05a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg05a.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg05a.avi
VisTouch_silk_f6_r1_v1_seg05b,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,half,fall,seg05,seg05b,train,1607154343.220,1607154347.180,3.960,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_seg05b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_seg05b.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_seg05b.avi
VisTouch_silk_f6_r1_v1_idle02,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,idle,idle,,idle02,train,1607154347.180,1607154353.081,5.901,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_idle02.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_idle02.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_idle02.avi
VisTouch_silk_f6_r1_v1_idle03,silk_f6_r1_v1,silk,sichou,丝绸,4,6,1,1,idle,idle,,idle03,train,1607154353.081,1607154358.982,5.901,../dataset20260818/audio/silk/VisTouch_silk_f6_r1_v1_idle03.wav,../dataset20260818/tactile/silk/VisTouch_silk_f6_r1_v1_idle03.csv,../dataset20260818/video/silk/VisTouch_silk_f6_r1_v1_idle03.avi
VisTouch_silk_f9_r1_v1_idle01,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,idle,idle,,idle01,test,1607154486.000,1607154492.660,6.660,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_idle01.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_idle01.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_idle01.avi
VisTouch_silk_f9_r1_v1_seg01a,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,rise,seg01,seg01a,test,1607154492.660,1607154498.950,6.290,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg01a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg01a.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg01a.avi
VisTouch_silk_f9_r1_v1_seg01b,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,fall,seg01,seg01b,test,1607154498.950,1607154502.840,3.890,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg01b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg01b.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg01b.avi
VisTouch_silk_f9_r1_v1_seg02a,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,rise,seg02,seg02a,test,1607154502.840,1607154509.200,6.360,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg02a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg02a.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg02a.avi
VisTouch_silk_f9_r1_v1_seg02b,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,fall,seg02,seg02b,test,1607154509.200,1607154513.040,3.840,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg02b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg02b.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg02b.avi
VisTouch_silk_f9_r1_v1_seg03a,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,rise,seg03,seg03a,test,1607154513.040,1607154519.250,6.210,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg03a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg03a.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg03a.avi
VisTouch_silk_f9_r1_v1_seg03b,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,fall,seg03,seg03b,test,1607154519.250,1607154523.240,3.990,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg03b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg03b.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg03b.avi
VisTouch_silk_f9_r1_v1_seg04a,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,rise,seg04,seg04a,test,1607154523.240,1607154529.460,6.220,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg04a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg04a.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg04a.avi
VisTouch_silk_f9_r1_v1_seg04b,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,fall,seg04,seg04b,test,1607154529.460,1607154533.460,4.000,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg04b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg04b.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg04b.avi
VisTouch_silk_f9_r1_v1_seg05a,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,rise,seg05,seg05a,test,1607154533.460,1607154539.710,6.250,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg05a.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg05a.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg05a.avi
VisTouch_silk_f9_r1_v1_seg05b,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,half,fall,seg05,seg05b,test,1607154539.710,1607154543.640,3.930,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_seg05b.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_seg05b.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_seg05b.avi
VisTouch_silk_f9_r1_v1_idle02,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,idle,idle,,idle02,test,1607154543.640,1607154549.784,6.144,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_idle02.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_idle02.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_idle02.avi
VisTouch_silk_f9_r1_v1_idle03,silk_f9_r1_v1,silk,sichou,丝绸,4,9,1,1,idle,idle,,idle03,test,1607154549.784,1607154555.929,6.144,../dataset20260818/audio/silk/VisTouch_silk_f9_r1_v1_idle03.wav,../dataset20260818/tactile/silk/VisTouch_silk_f9_r1_v1_idle03.csv,../dataset20260818/video/silk/VisTouch_silk_f9_r1_v1_idle03.avi
VisTouch_spandex_f3_r1_v1_idle01,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,idle,idle,,idle01,train,1607156643.000,1607156651.740,8.740,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_idle01.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_idle01.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_idle01.avi
VisTouch_spandex_f3_r1_v1_seg01a,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,rise,seg01,seg01a,train,1607156651.740,1607156658.070,6.330,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg01a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg01a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg01a.avi
